0.075305104,0.03993724,0.040925216,0.04098492,0.037595764,0.0450924,0.039104268,0.036416892,0.039496273,0.039990917,0.041318625,0.036998365,0.041413374,0.03924651,0.042697154,0.039231673,0.044764064,0.03545428,0.039543595,0.036330666,0.04013958,0.044653475,0.044653475,0.03870623
0.038576595,0.0727395,0.040485043,0.041015167,0.03831084,0.04468739,0.037674736,0.035794962,0.042180695,0.040416688,0.041473184,0.03627876,0.045414448,0.04252969,0.04251283,0.039113943,0.041932497,0.03523337,0.039689157,0.036195364,0.039835066,0.044130705,0.044130705,0.039648715
0.03816995,0.039091233,0.07023524,0.041374203,0.04545531,0.044202,0.036856316,0.034348305,0.04396027,0.03970855,0.04180637,0.035509083,0.041992825,0.039421316,0.042339712,0.038899038,0.041538715,0.034542672,0.039235096,0.035156306,0.04359743,0.04353301,0.04353301,0.04549404
0.038722023,0.04011738,0.041911475,0.07114729,0.03820348,0.044419087,0.036607184,0.034244437,0.041225977,0.040869225,0.041376922,0.04409991,0.042248167,0.03940415,0.04296058,0.0405466,0.042606395,0.03526041,0.04039241,0.035980076,0.0408667,0.043463506,0.043463506,0.039863102
0.03731406,0.03936492,0.048371278,0.040133085,0.07474084,0.040684707,0.03587891,0.034466796,0.045790337,0.039168086,0.039042536,0.036909744,0.04001824,0.03868517,0.039256897,0.03918572,0.0389314,0.03587166,0.03961919,0.036644723,0.041817326,0.040361274,0.040361274,0.057381783
0.038796995,0.039804652,0.04077613,0.040451106,0.035268936,0.064791664,0.03593347,0.03233192,0.040015306,0.039422296,0.04318304,0.03418565,0.045177087,0.039256565,0.045478713,0.038738366,0.044693876,0.03290227,0.038807105,0.03365478,0.03968613,0.05984284,0.05984284,0.036958378
0.040076472,0.039973266,0.040499214,0.039709795,0.037048534,0.042802557,0.07717732,0.045352265,0.03976511,0.039545618,0.04120141,0.037136603,0.041573446,0.040100954,0.042005133,0.038900528,0.042062446,0.036872968,0.038449287,0.036863152,0.039828293,0.04248244,0.04248244,0.038090754
0.0396297,0.040326815,0.04007676,0.03944337,0.037790727,0.04089354,0.04815613,0.08194875,0.039495558,0.038994502,0.04095838,0.038005747,0.04025967,0.039623503,0.041596327,0.038143117,0.040466283,0.038232245,0.038566533,0.03777361,0.040180866,0.040305566,0.040305566,0.03882662
0.0374009,0.041351743,0.04463296,0.041320253,0.04368841,0.044041023,0.036742,0.03436816,0.07130999,0.03981429,0.04087171,0.03596984,0.04160865,0.04106498,0.042299826,0.03905114,0.041179452,0.035120826,0.039532654,0.03636937,0.0411769,0.043498013,0.043498013,0.044089004
0.03853309,0.040316917,0.041022856,0.04168069,0.038025178,0.044148877,0.03717967,0.03452693,0.04051217,0.07255994,0.04146433,0.03808944,0.042970773,0.04030197,0.04356303,0.03954546,0.042758685,0.035269927,0.041899595,0.03880999,0.040813014,0.04398617,0.04398617,0.03803517
0.03866532,0.040178828,0.041945715,0.04098264,0.03681122,0.046967156,0.037620325,0.03522091,0.040389884,0.040269654,0.070469335,0.036518436,0.043289013,0.040405445,0.044698387,0.03900679,0.044558283,0.03525171,0.039622694,0.03615689,0.040368572,0.04630312,0.04630312,0.037996523
0.038648803,0.039233766,0.039770614,0.048759274,0.03884731,0.041505214,0.03785213,0.03648252,0.039679486,0.041293867,0.04076523,0.07866434,0.040297423,0.039464094,0.041245006,0.041111376,0.040895425,0.03670956,0.03897525,0.03755366,0.039995234,0.041334487,0.041334487,0.039581425
0.03797174,0.043109007,0.04128234,0.041000936,0.03696956,0.048144132,0.0371938,0.033921275,0.04028817,0.04089032,0.042415228,0.035370696,0.069046915,0.04076236,0.044545505,0.040194687,0.04317143,0.034375153,0.040230744,0.034773692,0.040649906,0.047572155,0.047572155,0.038548153
0.038128536,0.04277553,0.041062895,0.040518846,0.03786692,0.044326827,0.03801355,0.035373986,0.042130318,0.040635243,0.041948188,0.036702674,0.04319053,0.07315996,0.042605635,0.039462723,0.0425122,0.035617027,0.04001104,0.037354678,0.040156096,0.043699384,0.043699384,0.039047867
0.038906064,0.040104445,0.04136525,0.04143378,0.03604133,0.04816503,0.037346978,0.03483016,0.04070343,0.04119685,0.04352457,0.035977937,0.04426928,0.039961003,0.06861875,0.04008241,0.04439949,0.03496908,0.039328158,0.035882894,0.04134662,0.04721265,0.04721265,0.037121285
0.038514044,0.039752826,0.04094402,0.042131096,0.03875936,0.044200674,0.037262544,0.034409676,0.040484622,0.04029085,0.040921047,0.038635883,0.043035917,0.0398768,0.04318349,0.07392762,0.04161654,0.036919013,0.03923127,0.0377885,0.04041709,0.043912396,0.043912396,0.039872352
0.04133152,0.040082674,0.041122004,0.04163827,0.036217485,0.047962867,0.037894927,0.034334224,0.04015193,0.040973555,0.04396474,0.03614707,0.04347388,0.040403258,0.044989523,0.039141323,0.06953064,0.034420833,0.03939085,0.035778467,0.039936014,0.046922784,0.046922784,0.03726829
0.038432654,0.03954031,0.04014736,0.040456202,0.039178662,0.04145366,0.03900089,0.03808409,0.04020411,0.03967928,0.04083534,0.03809407,0.04064026,0.039741144,0.041600402,0.04076613,0.040411156,0.08163119,0.039272416,0.03885951,0.03904697,0.04183815,0.04183815,0.039247837
0.038692534,0.04020472,0.04116187,0.04183279,0.03905917,0.044133414,0.036709122,0.034677174,0.040848963,0.042548902,0.041430414,0.036507864,0.0429328,0.040297844,0.04223147,0.03910219,0.041744046,0.035449237,0.07368438,0.038463715,0.040559348,0.044023447,0.044023447,0.039681125
0.03847065,0.039679226,0.039914317,0.040325917,0.039096154,0.041419815,0.038087573,0.036755867,0.04066923,0.0426508,0.04091395,0.03806755,0.04015939,0.040714778,0.04169896,0.040759932,0.041032314,0.03795961,0.0416252,0.07974079,0.039044183,0.04126265,0.04126265,0.038688395
0.03854185,0.03959856,0.044883844,0.0415332,0.040455956,0.044289805,0.037315235,0.035453666,0.041752975,0.040671103,0.041421648,0.036763303,0.04256959,0.03968827,0.04356938,0.03953143,0.041531026,0.034587197,0.039801527,0.035404623,0.07230764,0.04359764,0.04359764,0.04113294
0.038577903,0.03947102,0.04032472,0.039744236,0.035132952,0.06008981,0.035811912,0.031998564,0.039685037,0.0394391,0.0427482,0.034185536,0.04482459,0.038860608,0.044763427,0.038644545,0.04390513,0.033344492,0.038870163,0.033665445,0.03922713,0.06505906,0.06505906,0.03656731
0.038577903,0.03947102,0.04032472,0.039744236,0.035132952,0.06008981,0.035811912,0.031998564,0.039685037,0.0394391,0.0427482,0.034185536,0.04482459,0.038860608,0.044763427,0.038644545,0.04390513,0.033344492,0.038870163,0.033665445,0.03922713,0.06505906,0.06505906,0.03656731
0.03761858,0.03989374,0.047407318,0.04100706,0.056190383,0.041748386,0.036122333,0.034676336,0.04525076,0.03836493,0.039462958,0.036826417,0.040860645,0.039063375,0.039593704,0.039473996,0.039229173,0.035188887,0.03941436,0.035509627,0.04163432,0.041136865,0.041136865,0.07318902
